Year,Month,name,category,value
2013,August,HiSeq 2500,Illumina HiSeq 2500,0.043585462
2013,April,HiSeq 2000 V3,Illumina HiSeq 2000,0.232869341
2013,June,HiSeq 2500,Illumina HiSeq 2000,0.037725227
2013,August,MiSeq,Illumina MiSeq,0.001910803
2013,April,MiSeq,Illumina MiSeq,0.00296325
2013,July,HiSeq 2500,Illumina HiSeq 2500,0.049649166
2013,July,HiSeq 2500,Illumina HiSeq 2500,0.050843012
2013,July,HiSeq 2500,Illumina HiSeq 2000,0.047845751
2013,July,HiSeq 2500,Illumina HiSeq 2500,0.044356183
2013,August,HiSeq 2500,Illumina HiSeq 2500,0.056341821
2013,August,HiSeq 2500,Illumina HiSeq 2500,0.041007175
2013,February,HiSeq 2000 V3,Illumina HiSeq 2000,0.294898429
2013,August,HiSeq 2500,Illumina HiSeq 2500,0.040924819
2013,August,HiSeq 2500,Illumina HiSeq 2000,0.040154944
2013,May,HiSeq 2500,Illumina HiSeq 2000,0.046250355
2013,May,HiSeq 2500,Illumina HiSeq 2000,0.030635331
2013,September,HiSeq 2500,Illumina HiSeq 2500,0.03595915
2013,August,HiSeq 2500,Illumina HiSeq 2500,0.040529664
2013,August,HiSeq 2500,Illumina HiSeq 2500,0.033770481
2013,August,HiSeq 2500,Illumina HiSeq 2000,0.043239403
2013,May,HiSeq 2500,Illumina HiSeq 2500,0.013343265
2013,May,HiSeq 2500,Illumina HiSeq 2000,0.017518779
2013,March,HiSeq 2000 V3,Illumina HiSeq 2000,0.177590449
2013,August,HiSeq 2500,Illumina HiSeq 2500,0.058230209
2013,June,HiSeq 2500,Illumina HiSeq 2000,0.056932489
2013,May,HiSeq 2500,Illumina HiSeq 2000,0.046038938
2013,February,HiSeq 2000 V3,Illumina HiSeq 2000,0.212215012
2013,September,HiSeq 2500,Illumina HiSeq 2500,0.031380849
2013,May,HiSeq 2500,Illumina HiSeq 2500,0.056213363
2013,March,HiSeq 2500,Illumina HiSeq 2500,0.04684045
2013,March,HiSeq 2500,Illumina HiSeq 2000,0.010890118
2013,June,HiSeq 2000 V3,Illumina HiSeq 2000,0.27679697
2013,May,HiSeq 2500,Illumina HiSeq 2500,0.051911147
2013,September,HiSeq 2500,Illumina HiSeq 2500,0.003747424
2013,May,HiSeq 2500,Illumina HiSeq 2000,0.042261791
2013,July,HiSeq 2500,Illumina HiSeq 2500,0.058178503
2013,May,HiSeq 2500,Illumina HiSeq 2000,0.049696229
2013,July,HiSeq 2500,Illumina HiSeq 2000,0.044519741
2013,August,HiSeq 2500,Illumina HiSeq 2500,0.058047473
2013,May,HiSeq 2500,Illumina HiSeq 2000,0.070047242
2013,August,HiSeq 2500,Illumina HiSeq 2500,0.051464847
2013,July,HiSeq 2500,Illumina HiSeq 2000,0.033196906
2013,August,HiSeq 2500,Illumina HiSeq 2500,0.057446841
2013,April,HiSeq 2500,Illumina HiSeq 2000,0.038991762
2013,August,HiSeq 2000 V3,Illumina HiSeq 2000,0.235175927
2013,September,HiSeq 2500,Illumina HiSeq 2500,0.051271542
2013,April,HiSeq 2500,Illumina HiSeq 2000,0.069494736
2013,April,MiSeq,Illumina MiSeq,0.001448258
2013,May,HiSeq 2500,Illumina HiSeq 2500,0.043432517
2013,June,HiSeq 2500,Illumina HiSeq 2000,0.058501014
2013,March,HiSeq 2500,Illumina HiSeq 2500,0.009485204
2013,June,HiSeq 2500,Illumina HiSeq 2000,0.062459725
2013,April,HiSeq 2000 V3,Illumina HiSeq 2000,0.304269511
2013,August,HiSeq 2500,Illumina HiSeq 2500,0.052485745
2013,August,HiSeq 2500,Illumina HiSeq 2500,0.040785938
2013,April,HiSeq 2500,Illumina HiSeq 2000,0.018782063
2013,June,MiSeq,Illumina MiSeq,0.001186693
2013,August,HiSeq 2500,Illumina HiSeq 2000,0.043483459
2013,July,HiSeq 2500,Illumina HiSeq 2500,0.040415961
2013,August,HiSeq 2500,Illumina HiSeq 2500,0.043982193
2013,February,MiSeq,Illumina MiSeq,0.001467092
2013,April,HiSeq 2000 V3,Illumina HiSeq 2000,0.241841638
2013,May,HiSeq 2500,Illumina HiSeq 2000,0.045485086
2013,July,HiSeq 2500,Illumina HiSeq 2500,0.037256032
2013,June,MiSeq,Illumina MiSeq,0.002051181
2013,March,MiSeq,Illumina MiSeq,0.002090166
2013,June,HiSeq 2500,Illumina HiSeq 2000,0.048354943
2013,July,HiSeq 2500,Illumina HiSeq 2000,0.027508762
2013,September,HiSeq 2500,Illumina HiSeq 2500,0.028274589
2013,September,MiSeq,Illumina MiSeq,0
2013,August,HiSeq 2500,Illumina HiSeq 2500,0.052333706
2013,July,HiSeq 2500,Illumina HiSeq 2000,0.045690062
2013,May,HiSeq 2500,Illumina HiSeq 2500,0.054615852
2013,June,HiSeq 2000 V3,Illumina HiSeq 2000,0.249353025
2013,January,HiSeq 2000 V3,Illumina HiSeq 2000,0.270918918
2013,May,HiSeq 2000 V3,Illumina HiSeq 2000,0.334938584
2013,May,HiSeq 2500,Illumina HiSeq 2000,0.044069168
2013,April,HiSeq 2000 V3,Illumina HiSeq 2000,0.303475288
2013,August,HiSeq 2500,Illumina HiSeq 2500,0.055872796
2013,April,HiSeq 2000 V3,Illumina HiSeq 2000,0.270446459
2013,July,HiSeq 2500,Illumina HiSeq 2500,0.041667736
2013,May,HiSeq 2000 V3,Illumina HiSeq 2000,0.240928185
2013,July,HiSeq 2500,Illumina HiSeq 2500,0.054021818
2013,March,MiSeq,Illumina MiSeq,0.002545787
2013,August,HiSeq 2500,Illumina HiSeq 2000,0.044337474
2013,May,HiSeq 2500,Illumina HiSeq 2000,0.058224036
2013,May,MiSeq,Illumina MiSeq,0.004881447
2013,April,HiSeq 2500,Illumina HiSeq 2000,0.065871234
2013,June,HiSeq 2500,Illumina HiSeq 2500,0.06927622
2013,April,HiSeq 2500,Illumina HiSeq 2000,0.041178451
2013,January,HiSeq 2000 V3,Illumina HiSeq 2000,0.238805233
2013,June,HiSeq 2500,Illumina HiSeq 2000,0.042708359
2013,July,HiSeq 2500,Illumina HiSeq 2000,0.049078423
2013,June,HiSeq 2500,Illumina HiSeq 2000,0.060071689
2013,April,MiSeq,Illumina MiSeq,0.001160676
2013,February,HiSeq 2500,Illumina HiSeq 2500,0.023591139
2013,June,MiSeq,Illumina MiSeq,0
2013,August,HiSeq 2500,Illumina HiSeq 2000,0.050158791
2013,May,HiSeq 2000 V3,Illumina HiSeq 2000,0.274124505
2013,April,HiSeq 2500,Illumina HiSeq 2000,0.045348191
2013,April,HiSeq 2500,Illumina HiSeq 2000,0.044995286
2013,July,HiSeq 2000 V3,Illumina HiSeq 2000,0.236703256
2013,April,HiSeq 2000 V3,Illumina HiSeq 2000,0.318489667
2013,March,HiSeq 2000 V3,Illumina HiSeq 2000,0.032405061
2013,August,HiSeq 2500,Illumina HiSeq 2500,0.045033754
2013,August,HiSeq 2500,Illumina HiSeq 2500,0.030522787
2013,June,HiSeq 2500,Illumina HiSeq 2500,0.018993932
2013,September,HiSeq 2500,Illumina HiSeq 2500,0.043775578
2013,April,HiSeq 2000 V3,Illumina HiSeq 2000,0.231655798
2013,August,HiSeq 2500,Illumina HiSeq 2500,0.041806742
2013,August,HiSeq 2500,Illumina HiSeq 2500,0.04798038
2013,May,HiSeq 2500,Illumina HiSeq 2500,0.039434794
2013,March,HiSeq 2000 V3,Illumina HiSeq 2000,0.187165921
2013,August,HiSeq 2500,Illumina HiSeq 2500,0.051764823
2013,September,MiSeq,Illumina MiSeq,0
2013,May,HiSeq 2500,Illumina HiSeq 2000,0.044217478
2013,June,HiSeq 2500,Illumina HiSeq 2000,0.015128099
2013,July,HiSeq 2500,Illumina HiSeq 2000,0.043439166
2013,June,MiSeq,Illumina MiSeq,0
2013,July,HiSeq 2500,Illumina HiSeq 2500,0.033275429
2013,August,HiSeq 2500,Illumina HiSeq 2500,0.049971279
2013,May,HiSeq 2500,Illumina HiSeq 2500,0.053390364
2013,July,HiSeq 2500,Illumina HiSeq 2500,0.039205627
2013,July,MiSeq,Illumina MiSeq,0.000671626
2013,August,HiSeq 2000 V3,Illumina HiSeq 2000,0.273489769
2013,August,HiSeq 2500,Illumina HiSeq 2500,0.052206388
2013,June,MiSeq,Illumina MiSeq,0.001952637
2013,June,HiSeq 2000 V3,Illumina HiSeq 2000,0.265890595
2013,April,HiSeq 2000 V3,Illumina HiSeq 2000,0.296275619
2013,August,HiSeq 2500,Illumina HiSeq 2500,0.033258448
2013,April,HiSeq 2500,Illumina HiSeq 2000,0.006352966
2013,August,MiSeq,Illumina MiSeq,0
2013,April,HiSeq 2500,Illumina HiSeq 2000,0.035081218
2013,August,HiSeq 2500,Illumina HiSeq 2500,0.055164462
2013,March,HiSeq 2500,Illumina HiSeq 2500,0.046322109
2013,August,HiSeq 2500,Illumina HiSeq 2500,0.04037354
2013,May,HiSeq 2000 V3,Illumina HiSeq 2000,0.218487751
2013,June,HiSeq 2500,Illumina HiSeq 2000,0.060166019
2013,February,HiSeq 2000 V3,Illumina HiSeq 2000,0.15377903
2013,August,HiSeq 2500,Illumina HiSeq 2000,0.046152789
2013,July,HiSeq 2500,Illumina HiSeq 2000,0.036040006
2013,July,HiSeq 2500,Illumina HiSeq 2500,0.051236655
2013,July,HiSeq 2500,Illumina HiSeq 2000,0.046856437
2013,January,HiSeq 2000 V3,Illumina HiSeq 2000,0.108441187
2013,June,HiSeq 2500,Illumina HiSeq 2000,0.054838931
2013,April,HiSeq 2500,Illumina HiSeq 2000,0.020171969
2013,May,HiSeq 2000 V3,Illumina HiSeq 2000,0.297855063
2013,August,HiSeq 2500,Illumina HiSeq 2500,0.024134259
2013,August,HiSeq 2000 V3,Illumina HiSeq 2000,0.298379402
2013,March,HiSeq 2500,Illumina HiSeq 2500,0.02855563
2013,August,MiSeq,Illumina MiSeq,0
2013,June,HiSeq 2500,Illumina HiSeq 2500,0.034778294
2013,August,HiSeq 2500,Illumina HiSeq 2500,0.043426826
2013,May,HiSeq 2500,Illumina HiSeq 2500,0.039356845
2013,May,HiSeq 2500,Illumina HiSeq 2500,0.05293932
2013,July,MiSeq,Illumina MiSeq,0.000663407
2013,July,HiSeq 2500,Illumina HiSeq 2500,0.054830493
2013,February,HiSeq 2000 V3,Illumina HiSeq 2000,0.184654516
2013,August,MiSeq,Illumina MiSeq,0
2013,January,MiSeq,Illumina MiSeq,0.002605123
2013,January,HiSeq 2000 V3,Illumina HiSeq 2000,0.159954678
2013,March,HiSeq 2000 V3,Illumina HiSeq 2000,0.307121193
2013,August,HiSeq 2500,Illumina HiSeq 2500,0.066981035
2013,August,HiSeq 2500,Illumina HiSeq 2500,0.046192941
2013,April,HiSeq 2500,Illumina HiSeq 2500,0.052389203
2013,July,HiSeq 2500,Illumina HiSeq 2000,0.030623362
2013,April,HiSeq 2500,Illumina HiSeq 2000,0.033736762
2013,July,HiSeq 2500,Illumina HiSeq 2500,0.042454797
2013,June,HiSeq 2500,Illumina HiSeq 2000,0.039391521
2013,February,HiSeq 2000 V3,Illumina HiSeq 2000,0.220687915
2013,January,MiSeq,Illumina MiSeq,0.003094243
2013,March,HiSeq 2000 V3,Illumina HiSeq 2000,0.234007034
2013,August,HiSeq 2500,Illumina HiSeq 2000,0.020336701
2013,August,HiSeq 2500,Illumina HiSeq 2500,0.055505938
2013,May,HiSeq 2000 V3,Illumina HiSeq 2000,0.230846791
2013,March,HiSeq 2000 V3,Illumina HiSeq 2000,0.294642637
2013,February,HiSeq 2000 V3,Illumina HiSeq 2000,0.149836797
2013,August,HiSeq 2500,Illumina HiSeq 2500,0.044237302
2013,March,HiSeq 2000 V3,Illumina HiSeq 2000,0.244288904
2013,July,HiSeq 2500,Illumina HiSeq 2500,0.035365282
2013,August,HiSeq 2500,Illumina HiSeq 2500,0.045337834
2013,February,HiSeq 2000 V3,Illumina HiSeq 2000,0.179878812
2013,February,MiSeq,Illumina MiSeq,0.000366482
2013,May,HiSeq 2500,Illumina HiSeq 2000,0.048337669
2013,September,HiSeq 2500,Illumina HiSeq 2500,0.043868317
2013,May,HiSeq 2000 V3,Illumina HiSeq 2000,0.283685624
2013,March,HiSeq 2000 V3,Illumina HiSeq 2000,0.033318794
2013,August,HiSeq 2500,Illumina HiSeq 2500,0.055031688
2013,September,HiSeq 2000 V3,Illumina HiSeq 2000,0.241295554
2013,June,HiSeq 2500,Illumina HiSeq 2000,0.041339341
2013,September,HiSeq 2500,Illumina HiSeq 2500,0.017136973
2013,June,HiSeq 2500,Illumina HiSeq 2500,0.054375199
2013,July,HiSeq 2500,Illumina HiSeq 2500,0.049878227
2013,August,HiSeq 2500,Illumina HiSeq 2500,0.041550691
2013,May,HiSeq 2500,Illumina HiSeq 2000,0.040796795
2013,August,HiSeq 2500,Illumina HiSeq 2500,0.029581136
2013,June,HiSeq 2000 V3,Illumina HiSeq 2000,0.28992594
2013,January,HiSeq 2000 V3,Illumina HiSeq 2000,0.338095732
2013,September,HiSeq 2000E,Illumina HiSeq 2000,0.209396523
2013,April,HiSeq 2500,Illumina HiSeq 2000,0.033688664
2013,April,HiSeq 2500,Illumina HiSeq 2000,0.042928365
2013,September,HiSeq 2500,Illumina HiSeq 2500,0.042926099
2013,July,HiSeq 2500,Illumina HiSeq 2500,0.068271929
2013,August,HiSeq 2500,Illumina HiSeq 2500,0.051725293
2013,September,HiSeq 2500,Illumina HiSeq 2500,0.049295292
2013,May,HiSeq 2500,Illumina HiSeq 2500,0.047679396
2013,May,HiSeq 2500,Illumina HiSeq 2000,0.022916019
2013,September,HiSeq 2500,Illumina HiSeq 2500,0.04671425
2013,May,HiSeq 2500,Illumina HiSeq 2500,0.039013044
2013,August,HiSeq 2500,Illumina HiSeq 2500,0.043841218
2013,July,HiSeq 2500,Illumina HiSeq 2000,0.039150823
2013,April,HiSeq 2000 V3,Illumina HiSeq 2000,0.225173174
2013,September,HiSeq 2500,Illumina HiSeq 2500,0.030721152
2013,June,HiSeq 2000 V3,Illumina HiSeq 2000,0.033077179
2013,September,HiSeq 2500,Illumina HiSeq 2500,0.055741131
2013,January,HiSeq 2000 V3,Illumina HiSeq 2000,0.258686588
2013,September,HiSeq 2500,Illumina HiSeq 2500,0.03952777
2013,July,HiSeq 2500,Illumina HiSeq 2000,0.049810106
2013,July,HiSeq 2500,Illumina HiSeq 2000,0.03763837
2013,June,HiSeq 2500,Illumina HiSeq 2000,0.056067186
2013,September,MiSeq,Illumina MiSeq,0
2013,July,HiSeq 2500,Illumina HiSeq 2000,0.047335222
2013,June,HiSeq 2500,Illumina HiSeq 2500,0.043931853
2013,July,HiSeq 2500,Illumina HiSeq 2500,0.045229968
2013,January,HiSeq 2000 V3,Illumina HiSeq 2000,0.220516646
2013,May,HiSeq 2500,Illumina HiSeq 2500,0.049440622
2013,January,HiSeq 2000 V3,Illumina HiSeq 2000,0.301505413
2013,April,HiSeq 2000 V3,Illumina HiSeq 2000,0.195696934
2013,July,HiSeq 2500,Illumina HiSeq 2000,0.047936655
2013,April,HiSeq 2000 V3,Illumina HiSeq 2000,0.133935397
2013,May,HiSeq 2000 V3,Illumina HiSeq 2000,0.283703343
2013,May,HiSeq 2500,Illumina HiSeq 2000,0.053466974
2013,March,HiSeq 2000 V3,Illumina HiSeq 2000,0.263868859
2013,May,HiSeq 2500,Illumina HiSeq 2000,0.051758944
2013,September,HiSeq 2000 V3,Illumina HiSeq 2000,0.250785411
2013,June,HiSeq 2500,Illumina HiSeq 2000,0.031406375
2013,May,HiSeq 2500,Illumina HiSeq 2500,0.048225619
2013,May,HiSeq 2000 V3,Illumina HiSeq 2000,0.278024883
2013,July,HiSeq 2000 V3,Illumina HiSeq 2000,0.267577552
2013,May,HiSeq 2500,Illumina HiSeq 2500,0.002903679
2013,July,HiSeq 2500,Illumina HiSeq 2500,0.042071456
2013,August,HiSeq 2500,Illumina HiSeq 2500,0.054701856
2013,February,HiSeq 2500,Illumina HiSeq 2000,0.045012635
2013,April,HiSeq 2500,Illumina HiSeq 2500,0.066553253
2013,June,HiSeq 2500,Illumina HiSeq 2500,0.047297054
2013,April,HiSeq 2000 V3,Illumina HiSeq 2000,0.264880114
2013,July,HiSeq 2500,Illumina HiSeq 2500,0.04360706
2013,March,HiSeq 2000 V3,Illumina HiSeq 2000,0.263008894
2013,July,HiSeq 2000 V3,Illumina HiSeq 2000,0.32871507
2013,August,HiSeq 2500,Illumina HiSeq 2500,0.044174788
2013,September,HiSeq 2500,Illumina HiSeq 2500,0.084766763
2013,February,HiSeq 2000 V3,Illumina HiSeq 2000,0.207233389
2013,January,HiSeq 2000 V3,Illumina HiSeq 2000,0.211422473
2013,July,HiSeq 2500,Illumina HiSeq 2500,0.020465026
2013,June,HiSeq 2500,Illumina HiSeq 2000,0.032106871
2013,September,HiSeq 2000E,Illumina HiSeq 2000,0.460287422
2013,June,MiSeq,Illumina MiSeq,0.001933579
2013,August,HiSeq 2500,Illumina HiSeq 2500,0.06276978
2013,January,HiSeq 2000 V3,Illumina HiSeq 2000,0.339465839
2013,August,HiSeq 2500,Illumina HiSeq 2500,0.043054974
2013,May,HiSeq 2500,Illumina HiSeq 2000,0.062748723
2013,August,HiSeq 2500,Illumina HiSeq 2500,0.045052575
2013,August,HiSeq 2500,Illumina HiSeq 2000,0.049111312
2013,September,HiSeq 2500,Illumina HiSeq 2500,0.043760414
2013,May,HiSeq 2500,Illumina HiSeq 2000,0.042289474
2013,September,HiSeq 2000E,Illumina HiSeq 2000,0.384759794
2013,June,HiSeq 2500,Illumina HiSeq 2000,0.026347154
2013,July,HiSeq 2500,Illumina HiSeq 2000,0.048892472
2013,July,HiSeq 2500,Illumina HiSeq 2000,0.048687449
2013,September,HiSeq 2000E,Illumina HiSeq 2000,0.305875667
2013,April,HiSeq 2500,Illumina HiSeq 2000,0.036520571
2013,April,HiSeq 2500,Illumina HiSeq 2000,0.040634411
2013,May,HiSeq 2500,Illumina HiSeq 2000,0.022991691
2013,February,HiSeq 2000 V3,Illumina HiSeq 2000,0.166504417
2013,September,HiSeq 2500,Illumina HiSeq 2500,0.042807503
2013,May,HiSeq 2500,Illumina HiSeq 2500,0.000839637
2013,August,HiSeq 2500,Illumina HiSeq 2500,0.043582299
2013,May,HiSeq 2500,Illumina HiSeq 2500,0.034369577
2013,July,HiSeq 2500,Illumina HiSeq 2000,0.044806593
2013,July,HiSeq 2500,Illumina HiSeq 2000,0.050499524
2013,February,HiSeq 2000 V3,Illumina HiSeq 2000,0.186002463
2013,August,HiSeq 2500,Illumina HiSeq 2500,0.047878828
2013,September,HiSeq 2500,Illumina HiSeq 2500,0.050257791
2013,May,HiSeq 2500,Illumina HiSeq 2000,0.044674659
2013,July,HiSeq 2500,Illumina HiSeq 2000,0.05496485
2013,July,HiSeq 2500,Illumina HiSeq 2000,0.038682579
2013,May,HiSeq 2500,Illumina HiSeq 2500,0.041972755
2013,April,HiSeq 2500,Illumina HiSeq 2000,
2013,August,HiSeq 2500,Illumina HiSeq 2500,0.044687038
2013,April,HiSeq 2500,Illumina HiSeq 2000,0.031949496
2013,August,HiSeq 2500,Illumina HiSeq 2500,0.038583688
2013,May,HiSeq 2500,Illumina HiSeq 2500,0.036151542
2013,March,HiSeq 2500,Illumina HiSeq 2000,0.035791743
2013,April,HiSeq 2500,Illumina HiSeq 2000,0.039025354
2013,August,HiSeq 2500,Illumina HiSeq 2500,0.06838295
2013,June,HiSeq 2000 V3,Illumina HiSeq 2000,0.293525501
2013,September,MiSeq,Illumina MiSeq,0
2013,July,HiSeq 2500,Illumina HiSeq 2500,0.0443243
2013,March,HiSeq 2000 V3,Illumina HiSeq 2000,0.208103573
2013,August,HiSeq 2500,Illumina HiSeq 2500,0.047703727
2013,September,HiSeq 2000E,Illumina HiSeq 2000,0.282088866
2013,June,HiSeq 2500,Illumina HiSeq 2500,0.039077084
2013,July,HiSeq 2500,Illumina HiSeq 2000,0.052862027
2013,March,HiSeq 2500,Illumina HiSeq 2500,0.051307938
2013,July,HiSeq 2500,Illumina HiSeq 2000,0.048999128
2013,September,HiSeq 2500,Illumina HiSeq 2500,0.045850933
2013,July,HiSeq 2000 V3,Illumina HiSeq 2000,0.271006222
2013,September,HiSeq 2500,Illumina HiSeq 2500,0.026691738
2013,August,HiSeq 2500,Illumina HiSeq 2500,0.036135086
2013,August,HiSeq 2500,Illumina HiSeq 2500,0.037427236
2013,July,HiSeq 2500,Illumina HiSeq 2000,0.052554319
2013,August,HiSeq 2000 V3,Illumina HiSeq 2000,0.062618946
2013,March,HiSeq 2000 V3,Illumina HiSeq 2000,0.204608382
2013,April,HiSeq 2000 V3,Illumina HiSeq 2000,0.254292791
2013,May,HiSeq 2500,Illumina HiSeq 2000,0.044756884
2013,May,HiSeq 2500,Illumina HiSeq 2000,0.034583219
2013,January,HiSeq 2500,Illumina HiSeq 2000,0.02989481
2013,September,HiSeq 2500,Illumina HiSeq 2500,0.041210195
2013,April,HiSeq 2500,Illumina HiSeq 2000,0.014857164
2013,September,HiSeq 2500,Illumina HiSeq 2500,0.032531038
2013,March,HiSeq 2000 V3,Illumina HiSeq 2000,0.205538264
2013,April,HiSeq 2000 V3,Illumina HiSeq 2000,0.271103414
2013,July,HiSeq 2500,Illumina HiSeq 2000,0.051070294
2013,June,HiSeq 2000 V3,Illumina HiSeq 2000,
2013,July,MiSeq,Illumina MiSeq,0.002278415
2013,August,MiSeq,Illumina MiSeq,0
2013,May,HiSeq 2500,Illumina HiSeq 2500,0.049547033
2013,July,HiSeq 2500,Illumina HiSeq 2500,0.039631518
2013,July,HiSeq 2500,Illumina HiSeq 2000,0.022846421
2013,June,HiSeq 2500,Illumina HiSeq 2000,0.054499658
2013,September,HiSeq 2000 V3,Illumina HiSeq 2000,0.316606522
2013,August,HiSeq 2500,Illumina HiSeq 2500,0.040593106
2013,May,HiSeq 2000 V3,Illumina HiSeq 2000,0.319863847
2013,August,HiSeq 2500,Illumina HiSeq 2500,0.041474723
2013,June,HiSeq 2500,Illumina HiSeq 2000,0.036068382
2013,April,HiSeq 2500,Illumina HiSeq 2000,0.037949002
2013,August,HiSeq 2500,Illumina HiSeq 2500,0.04593628
2013,June,HiSeq 2000 V3,Illumina HiSeq 2000,
2013,June,HiSeq 2500,Illumina HiSeq 2500,0.047595546
2013,May,HiSeq 2500,Illumina HiSeq 2500,0.033942403
2013,June,MiSeq,Illumina MiSeq,3.20E-06
2013,July,HiSeq 2500,Illumina HiSeq 2500,0.052952801
2013,March,HiSeq 2000 V3,Illumina HiSeq 2000,0.134771865
2013,June,HiSeq 2500,Illumina HiSeq 2000,0.023213939
2013,June,HiSeq 2500,Illumina HiSeq 2000,0.02344672
2013,May,HiSeq 2000 V3,Illumina HiSeq 2000,0.312377438
2013,August,HiSeq 2500,Illumina HiSeq 2500,0.040807606
2013,July,HiSeq 2500,Illumina HiSeq 2000,0.054699308
2013,July,HiSeq 2500,Illumina HiSeq 2500,0.045476026
2013,May,HiSeq 2500,Illumina HiSeq 2500,0.072376495
2013,September,HiSeq 2500,Illumina HiSeq 2500,0.032422323
2013,June,HiSeq 2500,Illumina HiSeq 2500,0.049977888
2013,August,HiSeq 2500,Illumina HiSeq 2500,0.04290416
2013,January,MiSeq,Illumina MiSeq,0.004796133
2013,June,HiSeq 2500,Illumina HiSeq 2000,0.011997548
2013,July,HiSeq 2500,Illumina HiSeq 2500,0.045822787
2013,September,HiSeq 2500,Illumina HiSeq 2500,0.045263343
2013,August,HiSeq 2500,Illumina HiSeq 2500,0.045597095
2013,August,HiSeq 2500,Illumina HiSeq 2500,0.048430382
2013,September,HiSeq 2500,Illumina HiSeq 2500,0.038699998
2013,July,HiSeq 2500,Illumina HiSeq 2000,0.041633931
2013,September,HiSeq 2500,Illumina HiSeq 2500,0.045322417
2013,April,HiSeq 2500,Illumina HiSeq 2500,0.043846146
2013,May,HiSeq 2500,Illumina HiSeq 2000,0.034942515
2013,April,HiSeq 2500,Illumina HiSeq 2000,0.045133016
2013,May,HiSeq 2500,Illumina HiSeq 2000,0.038118511
2013,April,HiSeq 2500,Illumina HiSeq 2000,0.051769829
2013,June,HiSeq 2500,Illumina HiSeq 2000,0.062454756
2013,April,HiSeq 2500,Illumina HiSeq 2500,0.08098514
2013,August,HiSeq 2500,Illumina HiSeq 2000,0.045259473
2013,September,HiSeq 2500,Illumina HiSeq 2500,0.028583272
2013,April,HiSeq 2000 V3,Illumina HiSeq 2000,0.24846571
2013,September,HiSeq 2500,Illumina HiSeq 2500,0.034143994
2013,August,HiSeq 2500,Illumina HiSeq 2500,0.046158365
2013,September,HiSeq 2500,Illumina HiSeq 2500,0.052030982
2013,May,HiSeq 2500,Illumina HiSeq 2500,0.020347703
2013,September,HiSeq 2500,Illumina HiSeq 2500,0.054417799
2013,June,HiSeq 2000 V3,Illumina HiSeq 2000,0.205960468
2013,July,HiSeq 2500,Illumina HiSeq 2500,0.047558212
2013,January,HiSeq 2000 V3,Illumina HiSeq 2000,0.235791105
2013,May,HiSeq 2500,Illumina HiSeq 2000,0.03290895
2013,June,HiSeq 2500,Illumina HiSeq 2000,0.044390341
2013,June,HiSeq 2500,Illumina HiSeq 2000,0.053618736
2013,July,HiSeq 2500,Illumina HiSeq 2500,0.053403921
2013,August,HiSeq 2500,Illumina HiSeq 2500,0.030286206
2013,April,HiSeq 2000 V3,Illumina HiSeq 2000,0.207056823
2013,July,HiSeq 2500,Illumina HiSeq 2500,0.046726619
2013,January,HiSeq 2000 V3,Illumina HiSeq 2000,
2013,March,HiSeq 2500,Illumina HiSeq 2000,0.046205991
2013,May,HiSeq 2500,Illumina HiSeq 2500,0.046682733
2013,August,HiSeq 2500,Illumina HiSeq 2500,0.03962766
2013,August,HiSeq 2500,Illumina HiSeq 2000,0.041283687
2013,August,HiSeq 2000 V3,Illumina HiSeq 2000,0.201054931
2013,May,HiSeq 2500,Illumina HiSeq 2000,0.010246442
2013,April,HiSeq 2500,Illumina HiSeq 2000,
2013,April,HiSeq 2500,Illumina HiSeq 2000,0.029214915
2013,April,HiSeq 2500,Illumina HiSeq 2000,0.044262277
2013,August,HiSeq 2500,Illumina HiSeq 2500,0.032777612
2013,June,HiSeq 2500,Illumina HiSeq 2000,0.052159097
2013,July,HiSeq 2500,Illumina HiSeq 2500,0.048096644
2013,August,HiSeq 2500,Illumina HiSeq 2500,0.058090053
2013,August,HiSeq 2500,Illumina HiSeq 2500,0.043669878
2013,July,HiSeq 2500,Illumina HiSeq 2000,0.055965379
2013,August,HiSeq 2500,Illumina HiSeq 2500,0.053944059
2013,August,HiSeq 2500,Illumina HiSeq 2500,0.048073941
2013,August,HiSeq 2500,Illumina HiSeq 2500,0.056268607
2013,April,MiSeq,Illumina MiSeq,0.000269797
2013,April,HiSeq 2500,Illumina HiSeq 2000,0.037141998
2013,July,HiSeq 2500,Illumina HiSeq 2000,0.043702756
2013,March,HiSeq 2500,Illumina HiSeq 2000,0.03586973
2013,August,HiSeq 2500,Illumina HiSeq 2500,0.049161804
2013,June,MiSeq,Illumina MiSeq,0.005689263
2013,January,HiSeq 2000 V3,Illumina HiSeq 2000,0.27888374
2013,August,HiSeq 2500,Illumina HiSeq 2500,0.045652541
2013,June,HiSeq 2500,Illumina HiSeq 2000,0.049286686
2013,June,HiSeq 2000 V3,Illumina HiSeq 2000,0.326259608
2013,April,HiSeq 2500,Illumina HiSeq 2500,0.049278789
2013,April,HiSeq 2500,Illumina HiSeq 2000,0.050653225
2013,April,HiSeq 2500,Illumina HiSeq 2000,0.032683627
2013,September,HiSeq 2500,Illumina HiSeq 2500,0.036471251
2013,September,HiSeq 2500,Illumina HiSeq 2500,0.007485993
2013,June,HiSeq 2500,Illumina HiSeq 2000,0.045851547
2013,July,HiSeq 2500,Illumina HiSeq 2500,0.061723732
